sentence	label
In some cases , the HRMS analysis of the reaction mixture revealed the formation of desired porphyrinogen intermediates ( 7e − h ) , which disappeared without providing corresponding porphodimethene products upon oxidation with DDQ or p- chloranil. To understand the detailed mechanism of reaction , the intermediate porphyrinogens ( 7e − h ) were isolated and characterized. These porphyrinogens ( 7e − h ) were further oxidized under neutral conditions. Porphodimethenes ( 5e − h ) were obtained by condensation of 1 equiv of tripyrranes ( 4a and 4b ) with 1 equiv of the corresponding diol ( 3e − h ) in the presence of BF3-methanol using dichloromethane as a solvent ( 3.2 mM ) at 0 ° C for 1 h , and then the reaction mixture was stirred at room temperature for 45 min ( method B ). The crude porphyrinogens were puriﬁed by silica gel column chromatog- raphy to aﬀord white solids in 10 − 14 % yield. The methyl- substituted porphyrinogens ( 7e and 7f ) were oxidized with chloranil , and meso-unsubstituted porphyrinogens ( 7g and 7h ) were oxidized with 0.1 % aqueous FeCl3 in CHCl3 at room temperature to obtain 16π-conjugated systems 5e in 6 % , 5f in 7 % , 5g in 5 % , and 5h in 4 % yields ( Scheme 2 ). Scheme 2. Synthesis of Porphyrinogens ( 7e − h ) and 5,10- Porphodimethenes ( 5e − h )	0
In some cases , the HRMS analysis of the reaction mixture revealed the formation of desired porphyrinogen intermediates ( 7e − h ) , which disappeared without providing corresponding porphodimethene products upon oxidation with DDQ or p- chloranil. To understand the detailed mechanism of reaction , the intermediate porphyrinogens ( 7e − h ) were isolated and characterized. These porphyrinogens ( 7e − h ) were further oxidized under neutral conditions. Porphodimethenes ( 5e − h ) were obtained by condensation of 1 equiv of tripyrranes ( 4a and 4b ) with 1 equiv of the corresponding diol ( 3e − h ) in the presence of BF3-methanol using dichloromethane as a solvent ( 3.2 mM ) at 0 ° C for 1 h , and then the reaction mixture was stirred at room temperature for 45 min ( method B ). The crude porphyrinogens were puriﬁed by silica gel column chromatog- raphy to aﬀord white solids in 10 − 14 % yield. The methyl- substituted porphyrinogens ( 7e and 7f ) were oxidized with chloranil , and meso-unsubstituted porphyrinogens ( 7g and 7h ) were oxidized with 0.1 % aqueous FeCl3 in CHCl3 at room temperature to obtain 16π-conjugated systems 5e in 6 % , 5f in 7 % , 5g in 5 % , and 5h in 4 % yields ( Scheme 2 ). Scheme 2. Synthesis of Porphyrinogens ( 7e − h ) and 5,10- Porphodimethenes ( 5e − h )	0
In some cases , the HRMS analysis of the reaction mixture revealed the formation of desired porphyrinogen intermediates ( 7e − h ) , which disappeared without providing corresponding porphodimethene products upon oxidation with DDQ or p- chloranil. To understand the detailed mechanism of reaction , the intermediate porphyrinogens ( 7e − h ) were isolated and characterized. These porphyrinogens ( 7e − h ) were further oxidized under neutral conditions. Porphodimethenes ( 5e − h ) were obtained by condensation of 1 equiv of tripyrranes ( 4a and 4b ) with 1 equiv of the corresponding diol ( 3e − h ) in the presence of BF3-methanol using dichloromethane as a solvent ( 3.2 mM ) at 0 ° C for 1 h , and then the reaction mixture was stirred at room temperature for 45 min ( method B ). The crude porphyrinogens were puriﬁed by silica gel column chromatog- raphy to aﬀord white solids in 10 − 14 % yield. The methyl- substituted porphyrinogens ( 7e and 7f ) were oxidized with chloranil , and meso-unsubstituted porphyrinogens ( 7g and 7h ) were oxidized with 0.1 % aqueous FeCl3 in CHCl3 at room temperature to obtain 16π-conjugated systems 5e in 6 % , 5f in 7 % , 5g in 5 % , and 5h in 4 % yields ( Scheme 2 ). Scheme 2. Synthesis of Porphyrinogens ( 7e − h ) and 5,10- Porphodimethenes ( 5e − h )	0
In some cases , the HRMS analysis of the reaction mixture revealed the formation of desired porphyrinogen intermediates ( 7e − h ) , which disappeared without providing corresponding porphodimethene products upon oxidation with DDQ or p- chloranil. To understand the detailed mechanism of reaction , the intermediate porphyrinogens ( 7e − h ) were isolated and characterized. These porphyrinogens ( 7e − h ) were further oxidized under neutral conditions. Porphodimethenes ( 5e − h ) were obtained by condensation of 1 equiv of tripyrranes ( 4a and 4b ) with 1 equiv of the corresponding diol ( 3e − h ) in the presence of BF3-methanol using dichloromethane as a solvent ( 3.2 mM ) at 0 ° C for 1 h , and then the reaction mixture was stirred at room temperature for 45 min ( method B ). The crude porphyrinogens were puriﬁed by silica gel column chromatog- raphy to aﬀord white solids in 10 − 14 % yield. The methyl- substituted porphyrinogens ( 7e and 7f ) were oxidized with chloranil , and meso-unsubstituted porphyrinogens ( 7g and 7h ) were oxidized with 0.1 % aqueous FeCl3 in CHCl3 at room temperature to obtain 16π-conjugated systems 5e in 6 % , 5f in 7 % , 5g in 5 % , and 5h in 4 % yields ( Scheme 2 ). Scheme 2. Synthesis of Porphyrinogens ( 7e − h ) and 5,10- Porphodimethenes ( 5e − h )	0
Further application of the indium - catalyzed condensation to a variety of aldehydes 8 , except for benzaldehyde with dimethyl malonate ( 2a ) , was then investigated in the presence of Ac2O ( Table 4 ). When 4-formylpyridine ( 8a ) was used as a substrate , the corresponding alkene product 9aa was obtained in 65 % yield ( entry 1 ). In this case , InCl3 was unnecessary for the con- densation based on the fact that alkene 9aa ( 68 % NMR yield ) was obtained in the absence of InCl3. When the reactions of either a pyridyl aldehyde , which have a more sterically hindered portion around the nitrogen atom , 2-bromo-6-formylpyridine ( 8b ) , or 2-thiophenyl aldehyde ( 8c ) with malonate ester 2a were treated with our optimal conditions , the extended π-conjugate heteroaromatic compounds 9ba and 9ca were obtained in good yields ( entries 2 and 3 ). Also , the present Knoevenagel condensation could be applied to either a conjugated or an aliphatic aldehyde in addition to an aromatic aldehyde. For example , a conjugated aldehyde , (E)-cinnamal- dehyde ( 8d ) , reacted with the malonate ester to aﬀord α , β , γ , δ-unsaturated carbonyl compound 9da in 79 % yield , which retained the double - bond geometry ( entry 4 ). The reactions of linear aliphatic aldehydes 8e and 8f were completed within 24 h to give the corresponding products 9ea and 9fa in good yields ( entries 5 and 6 ). Moreover , when α-branched aldehydes 8g−8j were reacted with malonate 2a , the expected alkenes 9ga−9ja , respectively , were produced in 68 − 72 % yields ( entries 7 − 10 ) .	0
Further application of the indium - catalyzed condensation to a variety of aldehydes 8 , except for benzaldehyde with dimethyl malonate ( 2a ) , was then investigated in the presence of Ac2O ( Table 4 ). When 4-formylpyridine ( 8a ) was used as a substrate , the corresponding alkene product 9aa was obtained in 65 % yield ( entry 1 ). In this case , InCl3 was unnecessary for the con- densation based on the fact that alkene 9aa ( 68 % NMR yield ) was obtained in the absence of InCl3. When the reactions of either a pyridyl aldehyde , which have a more sterically hindered portion around the nitrogen atom , 2-bromo-6-formylpyridine ( 8b ) , or 2-thiophenyl aldehyde ( 8c ) with malonate ester 2a were treated with our optimal conditions , the extended π-conjugate heteroaromatic compounds 9ba and 9ca were obtained in good yields ( entries 2 and 3 ). Also , the present Knoevenagel condensation could be applied to either a conjugated or an aliphatic aldehyde in addition to an aromatic aldehyde. For example , a conjugated aldehyde , (E)-cinnamal- dehyde ( 8d ) , reacted with the malonate ester to aﬀord α , β , γ , δ-unsaturated carbonyl compound 9da in 79 % yield , which retained the double - bond geometry ( entry 4 ). The reactions of linear aliphatic aldehydes 8e and 8f were completed within 24 h to give the corresponding products 9ea and 9fa in good yields ( entries 5 and 6 ). Moreover , when α-branched aldehydes 8g−8j were reacted with malonate 2a , the expected alkenes 9ga−9ja , respectively , were produced in 68 − 72 % yields ( entries 7 − 10 ) .	0
Further application of the indium - catalyzed condensation to a variety of aldehydes 8 , except for benzaldehyde with dimethyl malonate ( 2a ) , was then investigated in the presence of Ac2O ( Table 4 ). When 4-formylpyridine ( 8a ) was used as a substrate , the corresponding alkene product 9aa was obtained in 65 % yield ( entry 1 ). In this case , InCl3 was unnecessary for the con- densation based on the fact that alkene 9aa ( 68 % NMR yield ) was obtained in the absence of InCl3. When the reactions of either a pyridyl aldehyde , which have a more sterically hindered portion around the nitrogen atom , 2-bromo-6-formylpyridine ( 8b ) , or 2-thiophenyl aldehyde ( 8c ) with malonate ester 2a were treated with our optimal conditions , the extended π-conjugate heteroaromatic compounds 9ba and 9ca were obtained in good yields ( entries 2 and 3 ). Also , the present Knoevenagel condensation could be applied to either a conjugated or an aliphatic aldehyde in addition to an aromatic aldehyde. For example , a conjugated aldehyde , (E)-cinnamal- dehyde ( 8d ) , reacted with the malonate ester to aﬀord α , β , γ , δ-unsaturated carbonyl compound 9da in 79 % yield , which retained the double - bond geometry ( entry 4 ). The reactions of linear aliphatic aldehydes 8e and 8f were completed within 24 h to give the corresponding products 9ea and 9fa in good yields ( entries 5 and 6 ). Moreover , when α-branched aldehydes 8g−8j were reacted with malonate 2a , the expected alkenes 9ga−9ja , respectively , were produced in 68 − 72 % yields ( entries 7 − 10 ) .	0
Further application of the indium - catalyzed condensation to a variety of aldehydes 8 , except for benzaldehyde with dimethyl malonate ( 2a ) , was then investigated in the presence of Ac2O ( Table 4 ). When 4-formylpyridine ( 8a ) was used as a substrate , the corresponding alkene product 9aa was obtained in 65 % yield ( entry 1 ). In this case , InCl3 was unnecessary for the con- densation based on the fact that alkene 9aa ( 68 % NMR yield ) was obtained in the absence of InCl3. When the reactions of either a pyridyl aldehyde , which have a more sterically hindered portion around the nitrogen atom , 2-bromo-6-formylpyridine ( 8b ) , or 2-thiophenyl aldehyde ( 8c ) with malonate ester 2a were treated with our optimal conditions , the extended π-conjugate heteroaromatic compounds 9ba and 9ca were obtained in good yields ( entries 2 and 3 ). Also , the present Knoevenagel condensation could be applied to either a conjugated or an aliphatic aldehyde in addition to an aromatic aldehyde. For example , a conjugated aldehyde , (E)-cinnamal- dehyde ( 8d ) , reacted with the malonate ester to aﬀord α , β , γ , δ-unsaturated carbonyl compound 9da in 79 % yield , which retained the double - bond geometry ( entry 4 ). The reactions of linear aliphatic aldehydes 8e and 8f were completed within 24 h to give the corresponding products 9ea and 9fa in good yields ( entries 5 and 6 ). Moreover , when α-branched aldehydes 8g−8j were reacted with malonate 2a , the expected alkenes 9ga−9ja , respectively , were produced in 68 − 72 % yields ( entries 7 − 10 ) .	0
Further application of the indium - catalyzed condensation to a variety of aldehydes 8 , except for benzaldehyde with dimethyl malonate ( 2a ) , was then investigated in the presence of Ac2O ( Table 4 ). When 4-formylpyridine ( 8a ) was used as a substrate , the corresponding alkene product 9aa was obtained in 65 % yield ( entry 1 ). In this case , InCl3 was unnecessary for the con- densation based on the fact that alkene 9aa ( 68 % NMR yield ) was obtained in the absence of InCl3. When the reactions of either a pyridyl aldehyde , which have a more sterically hindered portion around the nitrogen atom , 2-bromo-6-formylpyridine ( 8b ) , or 2-thiophenyl aldehyde ( 8c ) with malonate ester 2a were treated with our optimal conditions , the extended π-conjugate heteroaromatic compounds 9ba and 9ca were obtained in good yields ( entries 2 and 3 ). Also , the present Knoevenagel condensation could be applied to either a conjugated or an aliphatic aldehyde in addition to an aromatic aldehyde. For example , a conjugated aldehyde , (E)-cinnamal- dehyde ( 8d ) , reacted with the malonate ester to aﬀord α , β , γ , δ-unsaturated carbonyl compound 9da in 79 % yield , which retained the double - bond geometry ( entry 4 ). The reactions of linear aliphatic aldehydes 8e and 8f were completed within 24 h to give the corresponding products 9ea and 9fa in good yields ( entries 5 and 6 ). Moreover , when α-branched aldehydes 8g−8j were reacted with malonate 2a , the expected alkenes 9ga−9ja , respectively , were produced in 68 − 72 % yields ( entries 7 − 10 ) .	0
Further application of the indium - catalyzed condensation to a variety of aldehydes 8 , except for benzaldehyde with dimethyl malonate ( 2a ) , was then investigated in the presence of Ac2O ( Table 4 ). When 4-formylpyridine ( 8a ) was used as a substrate , the corresponding alkene product 9aa was obtained in 65 % yield ( entry 1 ). In this case , InCl3 was unnecessary for the con- densation based on the fact that alkene 9aa ( 68 % NMR yield ) was obtained in the absence of InCl3. When the reactions of either a pyridyl aldehyde , which have a more sterically hindered portion around the nitrogen atom , 2-bromo-6-formylpyridine ( 8b ) , or 2-thiophenyl aldehyde ( 8c ) with malonate ester 2a were treated with our optimal conditions , the extended π-conjugate heteroaromatic compounds 9ba and 9ca were obtained in good yields ( entries 2 and 3 ). Also , the present Knoevenagel condensation could be applied to either a conjugated or an aliphatic aldehyde in addition to an aromatic aldehyde. For example , a conjugated aldehyde , (E)-cinnamal- dehyde ( 8d ) , reacted with the malonate ester to aﬀord α , β , γ , δ-unsaturated carbonyl compound 9da in 79 % yield , which retained the double - bond geometry ( entry 4 ). The reactions of linear aliphatic aldehydes 8e and 8f were completed within 24 h to give the corresponding products 9ea and 9fa in good yields ( entries 5 and 6 ). Moreover , when α-branched aldehydes 8g−8j were reacted with malonate 2a , the expected alkenes 9ga−9ja , respectively , were produced in 68 − 72 % yields ( entries 7 − 10 ) .	0
Single - crystal X-ray crystallographic analyses and DFT calculations were performed for neutral donors 1 and 2 and their respective dicationic states 12+ and 22+ to examine their molecular structures. Figure 1 shows ORTEP drawings of 1b and 2b and optimized structures for 1b2+ and 2b2+. Crystal data , data collection , and reduction parameters for crystals 1a , 1b , 2a , and 2b and selected bond lengths and torsion angles of 1a , 1b , and 2b are summarized in Table 2 and Table S1 of the Supporting Information. The bond length was successfully determined with a high degree of accuracy in the crystal structures of 1a , 1b , and 2b , which allowed us to examine the bonding characteristics of these compounds. Because disorder in the thienothiophene ring of 2a made it diﬃcult to determine the precise bond lengths , structural data for 2a were excluded ′ ( 1 ) , and from the discussion. The CA −CC bond , indicating CC the formation of a quinoidal structure , which is consistent with the optimized molecular structure obtained using DFT calculations ( see Tables S2 and S3 of the Supporting Information ). The terminal aryl moieties and central thiophene ring are twisted because of steric repulsion between hydrogens on the aryl group and hydrogen or sulfur on the thiophene ring. Dicationic species 12+ and 22+ are relatively unstable toward moisture , which made it diﬃcult to grow a single crystal that was suitable for X-ray analysis. Thus , we performed DFT calculations at the B3LYP / 6-31G(d) level of theory. In contrast −CB bonds in to those of neutral donors 1 and 2 , the CA −CC bonds ( Table dications 12+ and 22+ are longer than the CB S4 of the Supporting Information ) , which reﬂects a benzenoid molecular structure. This switching of the quinoid − benzenoid structure based on electron transfer should be interesting with regard to the change in photophysical properties. Next , we examined photophysical properties. Figure 2 shows UV − vis and ﬂuorescence spectra of 1 and 2 in dichloro- methane. Thienoquinoid 1a showed strong absorption in the visible region at 422 nm , which can be assigned to the HOMO − LUMO transition of the thienoquinoid substructure , which was supported by DFT calculations [ B3LYP / 6-31G(d) ( see Figure 3)]. Extension of the central π-electron unit from a thienoquinoid unit to a thienothienoquinoid unit caused a huge red shift of 44 nm for 2a in contrast to that of 1a due to narrowing of the HOMO − LUMO gap through the extension of π-conjugation. The absorption spectra of 1 and 2 were also strongly aﬀected by the substituents on the terminal aryl moieties. The introduction of both electron - donating methoxy units and electron - accepting chloro atoms on phenyl moieties caused a red shift. Table 1 summarizes the energy levels of	0
Stereoselective Synthesis of 2b. We next examined the stereoselective synthesis of the second target molecule 2b , which is the C6 - epimer of 2a. We envisioned the stereo- the C6 position by the oxidation − reduction inversion at process. Thus , selective protection of the primary hydroxy the diol 20 with TESCl / imidazole yielded the group of secondary alcohol , which was subjected to the TPAP oxidation19 to aﬀord ketone 23 ( Scheme 7 ). Diastereoselective reduction of 23 with NaBH4 proceeded successfully to provide the desired alcohol 24 in 98 % yield as the sole diastereomer. This stereochemical outcome is in line with a Felkin − Anh model , which is doubly eﬀected by the C5 and C7 stereogenic centers. The 1H NMR spectrum of 24 was clearly diﬀerent from that of the secondary alcohol obtained in the ﬁrst step	0
strongly suggest a preferential bidentate binding mode. The assumption of a 1 : 2 complex is required to explain the minor chemical - shift perturbations upon the addition of 10 − 100 equiv , which implies that the second complexation step only becomes relevant if an excess of guest is provided ( see the speciation curve in Figure 3 , bottom ). The trend for the K1 values ( Table 1 ) shows a general preference for more charge- dense / basic halides as the bond acceptor ( Cl− > Br− > I− ) , which allows for a stronger electrostatic as well as charge- transfer interaction. Nevertheless , the soft halides are also strongly bound , which is tentatively assigned to a larger covalent contribution toward the halogen bond interactions compared to that of the analogous hydrogen bond systems.29,33 In comparison to the halides , the complexation of acetate , dihydrogen phosphate , and sulfate is much stronger , which was also found previously in analogous studies43 and is rationalized by the higher basicity of the selected oxo-anions. The observed slight preference for dihydrogen phosphate over acetate is contrary to the higher charge density and basicity of acetate and is thus ascribed to a better ﬁt between the receptor ’s cavity and the tetrahedral anion. The observation of the highest anion aﬃnity in the case of sulfate is rationalized by its doubly negative charge , which provides a signiﬁcantly enhanced charge assistance.29,53,76	0
First , we investigated the feasibility of the intended synthetic approach to the target pyrazole scaﬀold by exploring the reactivity of N-propargyl carboxylic acid 612 for the synthesis of α,β-alkynyl ketones. Acid 6 was treated with thionyl chloride in the presence of triethylamine in THF at room temperature. The resulting acid chloride 7 was then condensed in situ with the substituted trimethylsilyl acetylenes to furnish the corresponding α,β-acetylenic ketones 8 ( Scheme 2 ) .	0
Swern oxidation,7 Ru - catalyzed dehydrogenative coupling of β- amino alcohols,8 and opening of 2H-azirines and dimerization.9 In addition , a wide range of pyrazines can be prepared by functionalization of a preformed pyrazine nucleus or cyclo- hexane derivatives having two nitrogen atoms at 1,4-position.10 However , some of these synthetic methods are restricted by their low yields , rigorous conditions , diﬃculties of preparing unsymmetrical substituted pyrazines , or lack of substrate variation .	0
aReaction conditions : n-BuLi ( 0.66 mmol ) was added to phosphonate 1 ( 0.69 mmol ) in THF ( 1.5 mL ) at − 78 ° C , and benzoic acid derivatives 3 ( 0.3 mmol ) in THF ( 1.5 mL ) were added after 30 min at the indicated temperature. bIsolated yields .	0
photoreductive process. Control experiments revealed that a photocatalyst , 4 and visible light were essential for the eﬃcient conversion of 1a into 2a ( entries 7 − 10 ). Finally , we evaluated several frequently employed photocatalysts in the debromina- tion of 1a under otherwise identical conditions. While Ru(bpy)3(PF6)2 compared favorably with 3 in terms of yield ( entry 11 vs entry 5 ) , Ru(phen)3Cl2 ( phen = 1,10-phenanthro- line ) and Ir(ppy)3 ( ppy = 2-phenylpyridine ) proved to be less eﬀective than 3 in terms of diastereoselectivity and yield , respectively ( entries 13 and 14 ). Notably , the highest yield of 2a was obtained when the reaction was catalyzed by Ru(bpy)3(PF6)2 under base - free conditions ( entry 12 ). Considering its commercial availability and high reproducibility , we decided to use 3 as the photocatalyst for further studies .	0
